Comunidad Autónoma;Provincia;Sector Técnico;Subsector Técnico;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018
Islas Canarias;Tenerife;Instrumentos;Medida;1;1;0;1;0;0;0;1;0;0
Islas Canarias;Tenerife;Instrumentos;Análisis de materiales biológicos;0;0;0;1;0;0;0;0;0;0
Islas Canarias;Tenerife;Instrumentos;Control;0;1;1;0;0;0;0;0;1;0
Islas Canarias;Tenerife;Instrumentos;Tecnología médica;0;0;2;1;3;2;2;0;0;0
Islas Canarias;Tenerife;Química;Química orgánica precisa;1;2;0;2;2;0;0;3;0;0
Islas Canarias;Tenerife;Química;Biotecnología;0;0;0;0;1;0;0;0;1;0
Islas Canarias;Tenerife;Química;Productos Farmacéuticos;0;0;1;0;1;0;0;1;0;1
Islas Canarias;Tenerife;Química;Química macromolecular, polímeros;0;0;0;0;0;0;0;0;0;0
Islas Canarias;Tenerife;Química;Química alimenticia;0;0;1;0;0;0;2;1;0;2
Islas Canarias;Tenerife;Química;Química de las materias primas;1;0;1;2;4;0;0;1;0;0
Islas Canarias;Tenerife;Química;Materiales, metalurgia;0;1;0;0;0;2;0;0;0;3
Islas Canarias;Tenerife;Química;Tecnología de superficie, revestimiento;0;0;1;0;0;0;0;0;0;0
Islas Canarias;Tenerife;Química;Microestructuras y nano-tecnología;0;0;0;0;0;0;0;0;0;0
Islas Canarias;Tenerife;Química;Ingeniería química;0;0;1;2;3;0;0;0;0;0
Islas Canarias;Tenerife;Química;Tecnología ambiental;0;1;0;0;2;0;0;0;0;1
Islas Canarias;Tenerife;Ingeniería mecánica;Manipulación;1;0;1;0;0;0;1;0;1;1
Islas Canarias;Tenerife;Ingeniería mecánica;Herramientas;0;1;1;0;0;0;0;0;0;0
Islas Canarias;Tenerife;Ingeniería mecánica;Motores, bombas, turbinas;0;0;3;2;1;0;0;3;0;1
Islas Canarias;Tenerife;Ingeniería mecánica;Máquinas del textil y del papel;0;0;1;0;0;0;0;0;0;0
Islas Canarias;Tenerife;Ingeniería mecánica;Otras máquinas especiales;1;0;1;2;1;0;0;1;0;0
Islas Canarias;Tenerife;Ingeniería mecánica;térmicos y aparatos;1;1;1;0;2;0;1;0;0;0
Islas Canarias;Tenerife;Ingeniería mecánica;Elementos mecánicos;1;0;1;0;0;0;0;1;1;0
Islas Canarias;Tenerife;Ingeniería mecánica;Transporte;1;1;3;3;2;0;0;2;0;0
Islas Canarias;Tenerife;Otros campos;Mobiliario, juegos;0;1;0;0;2;1;0;0;0;0
Islas Canarias;Tenerife;Otros campos;Otros bienes de consumo;1;0;2;1;0;1;1;1;0;1
Islas Canarias;Tenerife;Otros campos;Ingeniería civil;1;0;6;4;1;0;1;2;0;2
Aragón;Teruel;Sin clasificar;Sin clasificar;0;0;0;0;0;0;0;0;0;0
Aragón;Teruel;Ingeniería eléctrica;Maquinaria eléctrica, aparato, energía;0;0;0;0;0;0;0;0;0;0
Aragón;Teruel;Ingeniería eléctrica;Tecnología audio-visual;0;0;0;0;0;0;0;0;0;0
Aragón;Teruel;Ingeniería eléctrica;Telecomunicaciones;0;0;0;0;0;0;0;0;0;0
Aragón;Teruel;Ingeniería eléctrica;Comunicación Digital;0;0;0;0;0;0;0;0;0;0
Aragón;Teruel;Ingeniería eléctrica;Procesos básicos de la comunicación;0;0;0;0;0;0;0;0;0;0
Aragón;Teruel;Ingeniería eléctrica;Tecnología Informática;0;0;0;0;0;0;0;0;0;0
Aragón;Teruel;Ingeniería eléctrica;Métodos de Tecnologías de la Información para Gestión;0;0;0;0;0;0;0;0;0;0
Aragón;Teruel;Ingeniería eléctrica;Semiconductores;0;0;0;0;0;0;0;0;0;0
Aragón;Teruel;Instrumentos;Óptica;0;0;0;0;0;0;0;0;0;0
Aragón;Teruel;Instrumentos;Medida;0;0;0;0;0;0;0;0;0;0
Aragón;Teruel;Instrumentos;Análisis de materiales biológicos;0;0;0;0;0;0;0;0;0;0
Aragón;Teruel;Instrumentos;Control;0;0;0;0;0;0;0;0;0;0
Aragón;Teruel;Instrumentos;Tecnología médica;0;0;0;0;0;0;0;0;0;0
Aragón;Teruel;Química;Química orgánica precisa;1;0;0;0;0;0;0;0;0;0
Aragón;Teruel;Química;Biotecnología;0;0;0;0;0;0;0;0;0;0
Aragón;Teruel;Química;Productos Farmacéuticos;0;0;0;0;0;0;0;0;0;0
Aragón;Teruel;Química;Química macromolecular, polímeros;0;0;0;0;0;0;0;0;0;0
Aragón;Teruel;Química;Química alimenticia;1;0;0;0;1;0;0;1;1;0
Aragón;Teruel;Química;Química de las materias primas;0;0;0;0;0;0;0;0;0;0
Aragón;Teruel;Química;Materiales, metalurgia;0;0;0;1;0;0;0;0;1;0
Aragón;Teruel;Química;Tecnología de superficie, revestimiento;0;0;0;0;0;0;0;0;0;0
Aragón;Teruel;Química;Microestructuras y nano-tecnología;0;0;0;0;0;0;0;0;0;0
Aragón;Teruel;Química;Ingeniería química;0;0;0;0;0;0;0;0;0;0
Aragón;Teruel;Química;Tecnología ambiental;0;0;0;0;0;0;0;0;0;0
Aragón;Teruel;Ingeniería mecánica;Manipulación;0;0;0;0;0;0;0;0;0;0
Aragón;Teruel;Ingeniería mecánica;Herramientas;0;0;0;0;0;0;0;0;0;0
Aragón;Teruel;Ingeniería mecánica;Motores, bombas, turbinas;0;0;0;0;0;0;2;0;0;0
Aragón;Teruel;Ingeniería mecánica;Máquinas del textil y del papel;0;0;0;0;0;0;0;0;0;0
Aragón;Teruel;Ingeniería mecánica;Otras máquinas especiales;0;0;0;0;0;0;0;0;0;4
Aragón;Teruel;Ingeniería mecánica;térmicos y aparatos;0;0;0;0;0;0;0;0;0;0
Aragón;Teruel;Ingeniería mecánica;Elementos mecánicos;0;0;0;0;0;0;0;0;0;0
Aragón;Teruel;Ingeniería mecánica;Transporte;0;0;0;0;1;0;1;0;0;0
Aragón;Teruel;Otros campos;Mobiliario, juegos;0;0;0;0;0;0;0;0;1;0
Aragón;Teruel;Otros campos;Otros bienes de consumo;0;0;0;0;0;0;0;0;0;0
Aragón;Teruel;Otros campos;Ingeniería civil;1;0;0;0;0;0;2;2;0;0
Castilla-La Mancha;Toledo;Sin clasificar;Sin clasificar;0;0;0;0;0;0;0;0;0;0
Castilla-La Mancha;Toledo;Ingeniería eléctrica;Maquinaria eléctrica, aparato, energía;0;0;1;1;1;1;0;1;0;0
Castilla-La Mancha;Toledo;Ingeniería eléctrica;Tecnología audio-visual;1;0;0;0;1;0;0;0;0;0
Castilla-La Mancha;Toledo;Ingeniería eléctrica;Telecomunicaciones;0;0;0;0;0;0;0;0;0;0
Castilla-La Mancha;Toledo;Ingeniería eléctrica;Comunicación Digital;0;0;0;0;0;0;0;0;0;0
Castilla-La Mancha;Toledo;Ingeniería eléctrica;Procesos básicos de la comunicación;0;0;0;0;0;0;0;0;0;0
Castilla-La Mancha;Toledo;Ingeniería eléctrica;Tecnología Informática;0;0;0;0;0;0;0;0;0;0
Castilla-La Mancha;Toledo;Ingeniería eléctrica;Métodos de Tecnologías de la Información para Gestión;0;0;0;0;0;0;0;0;1;0
Castilla-La Mancha;Toledo;Ingeniería eléctrica;Semiconductores;0;0;0;0;0;0;0;0;0;0
Castilla-La Mancha;Toledo;Instrumentos;Óptica;0;0;0;0;0;0;0;0;0;0
Castilla-La Mancha;Toledo;Instrumentos;Medida;0;0;0;0;0;0;0;1;0;1
Castilla-La Mancha;Toledo;Instrumentos;Análisis de materiales biológicos;0;0;2;0;0;0;0;0;0;0
Castilla-La Mancha;Toledo;Instrumentos;Control;0;0;0;1;0;0;0;0;0;0
Castilla-La Mancha;Toledo;Instrumentos;Tecnología médica;0;0;0;0;2;0;0;0;1;0
Castilla-La Mancha;Toledo;Química;Química orgánica precisa;0;0;0;0;0;0;0;0;0;0
Castilla-La Mancha;Toledo;Química;Biotecnología;0;0;0;1;1;0;0;0;0;0
Castilla-La Mancha;Toledo;Química;Productos Farmacéuticos;0;1;1;0;0;0;0;0;0;0
Castilla-La Mancha;Toledo;Química;Química macromolecular, polímeros;0;0;0;0;0;0;0;1;0;0
Castilla-La Mancha;Toledo;Química;Química alimenticia;2;0;2;0;0;0;1;0;0;1
Castilla-La Mancha;Toledo;Química;Química de las materias primas;0;0;0;0;2;0;0;0;0;1
Castilla-La Mancha;Toledo;Química;Materiales, metalurgia;1;0;0;0;0;0;0;0;1;0
Castilla-La Mancha;Toledo;Química;Tecnología de superficie, revestimiento;0;0;0;0;0;0;0;0;0;0
Castilla-La Mancha;Toledo;Química;Microestructuras y nano-tecnología;0;0;0;0;0;0;0;0;0;0
Castilla-La Mancha;Toledo;Química;Ingeniería química;0;0;0;0;0;0;0;0;0;0
Castilla-La Mancha;Toledo;Química;Tecnología ambiental;0;0;0;0;0;0;0;0;1;0
Castilla-La Mancha;Toledo;Ingeniería mecánica;Manipulación;0;1;0;0;1;1;1;0;0;0
Castilla-La Mancha;Toledo;Ingeniería mecánica;Herramientas;0;0;0;0;0;0;0;0;1;1
Castilla-La Mancha;Toledo;Ingeniería mecánica;Motores, bombas, turbinas;2;2;2;0;1;0;3;1;0;2
Castilla-La Mancha;Toledo;Ingeniería mecánica;Máquinas del textil y del papel;0;0;0;0;0;0;0;0;0;0
Castilla-La Mancha;Toledo;Ingeniería mecánica;Otras máquinas especiales;0;1;2;1;2;2;1;0;1;0
Castilla-La Mancha;Toledo;Ingeniería mecánica;térmicos y aparatos;3;0;0;0;0;1;2;0;0;0
Castilla-La Mancha;Toledo;Ingeniería mecánica;Elementos mecánicos;0;0;0;0;2;0;1;0;0;0
Castilla-La Mancha;Toledo;Ingeniería mecánica;Transporte;0;0;1;0;2;0;0;0;1;0
Castilla-La Mancha;Toledo;Otros campos;Mobiliario, juegos;1;0;2;0;0;0;1;0;1;0
Castilla-La Mancha;Toledo;Otros campos;Otros bienes de consumo;0;0;2;0;0;0;0;1;0;0
Castilla-La Mancha;Toledo;Otros campos;Ingeniería civil;5;1;3;1;2;1;2;1;0;1
Comunidad Valencia;Valencia;Sin clasificar;Sin clasificar;0;0;0;0;0;0;0;0;0;0
Comunidad Valencia;Valencia;Ingeniería eléctrica;Maquinaria eléctrica, aparato, energía;3;6;6;4;10;8;11;3;8;7
Comunidad Valencia;Valencia;Ingeniería eléctrica;Tecnología audio-visual;5;2;2;2;3;0;2;0;2;2
Comunidad Valencia;Valencia;Ingeniería eléctrica;Telecomunicaciones;7;6;4;2;2;3;3;1;4;2
Comunidad Valencia;Valencia;Ingeniería eléctrica;Comunicación Digital;1;0;1;2;4;1;1;1;1;0
Comunidad Valencia;Valencia;Ingeniería eléctrica;Procesos básicos de la comunicación;1;1;0;0;0;0;0;0;1;1
Comunidad Valencia;Valencia;Ingeniería eléctrica;Tecnología Informática;2;1;1;3;6;6;4;2;1;2
Comunidad Valencia;Valencia;Ingeniería eléctrica;Métodos de Tecnologías de la Información para Gestión;1;0;0;0;0;0;3;0;1;2
Comunidad Valencia;Valencia;Ingeniería eléctrica;Semiconductores;1;1;0;1;2;2;1;1;0;0
Comunidad Valencia;Valencia;Instrumentos;Óptica;2;6;0;2;2;2;4;0;9;1
Comunidad Valencia;Valencia;Instrumentos;Medida;3;11;5;6;9;9;7;12;5;2
Comunidad Valencia;Valencia;Instrumentos;Análisis de materiales biológicos;0;4;2;2;2;0;1;1;1;1
Comunidad Valencia;Valencia;Instrumentos;Control;5;4;8;2;6;5;2;2;2;2
Comunidad Valencia;Valencia;Instrumentos;Tecnología médica;8;10;10;7;15;11;7;12;15;11
Comunidad Valencia;Valencia;Química;Química orgánica precisa;6;5;4;1;1;2;2;1;2;1
Comunidad Valencia;Valencia;Química;Biotecnología;2;3;5;6;5;2;4;3;2;1
Comunidad Valencia;Valencia;Química;Productos Farmacéuticos;1;4;3;1;1;3;4;3;0;1
Comunidad Valencia;Valencia;Química;Química macromolecular, polímeros;3;1;3;2;1;1;0;0;2;2
Comunidad Valencia;Valencia;Química;Química alimenticia;7;5;7;8;9;3;5;5;4;4
Comunidad Valencia;Valencia;Química;Química de las materias primas;5;6;5;3;4;6;5;2;7;3
Comunidad Valencia;Valencia;Química;Materiales, metalurgia;2;3;3;2;3;3;1;0;1;5
Comunidad Valencia;Valencia;Química;Tecnología de superficie, revestimiento;1;0;1;1;0;2;2;2;2;4
Comunidad Valencia;Valencia;Química;Microestructuras y nano-tecnología;0;0;0;1;0;0;0;0;0;0
Comunidad Valencia;Valencia;Química;Ingeniería química;8;3;7;2;3;3;2;5;5;6
Comunidad Valencia;Valencia;Química;Tecnología ambiental;6;6;6;2;6;4;4;5;4;4
Comunidad Valencia;Valencia;Ingeniería mecánica;Manipulación;8;6;13;14;15;9;10;7;8;11
Comunidad Valencia;Valencia;Ingeniería mecánica;Herramientas;1;4;4;5;3;4;2;3;3;1
Comunidad Valencia;Valencia;Ingeniería mecánica;Motores, bombas, turbinas;6;0;0;2;7;3;4;6;5;6
Comunidad Valencia;Valencia;Ingeniería mecánica;Máquinas del textil y del papel;1;2;2;0;5;1;0;4;1;3
Comunidad Valencia;Valencia;Ingeniería mecánica;Otras máquinas especiales;11;5;15;6;6;5;11;10;12;3
Comunidad Valencia;Valencia;Ingeniería mecánica;térmicos y aparatos;4;2;3;3;3;3;4;2;2;4
Comunidad Valencia;Valencia;Ingeniería mecánica;Elementos mecánicos;3;4;4;5;7;8;1;6;4;9
Comunidad Valencia;Valencia;Ingeniería mecánica;Transporte;17;8;8;10;18;15;13;11;21;16
Comunidad Valencia;Valencia;Otros campos;Mobiliario, juegos;11;7;3;9;8;7;4;6;2;7
Comunidad Valencia;Valencia;Otros campos;Otros bienes de consumo;5;7;5;7;3;12;3;5;3;3
Comunidad Valencia;Valencia;Otros campos;Ingeniería civil;24;19;18;22;20;13;9;10;9;8
Castilla y León;Valladolid;Sin clasificar;Sin clasificar;0;0;0;0;0;0;0;0;0;0
Castilla y León;Valladolid;Ingeniería eléctrica;Maquinaria eléctrica, aparato, energía;1;1;0;0;3;2;3;2;5;2
Castilla y León;Valladolid;Ingeniería eléctrica;Tecnología audio-visual;0;0;0;2;1;1;0;0;0;0
Castilla y León;Valladolid;Ingeniería eléctrica;Telecomunicaciones;1;1;0;0;1;0;0;1;1;0
Castilla y León;Valladolid;Ingeniería eléctrica;Comunicación Digital;0;0;0;1;1;0;0;0;0;0
Castilla y León;Valladolid;Ingeniería eléctrica;Procesos básicos de la comunicación;0;0;1;0;0;0;0;1;0;0
Castilla y León;Valladolid;Ingeniería eléctrica;Tecnología Informática;0;1;3;1;2;0;1;2;1;0
Castilla y León;Valladolid;Ingeniería eléctrica;Métodos de Tecnologías de la Información para Gestión;0;0;0;0;0;0;1;0;0;0
Castilla y León;Valladolid;Ingeniería eléctrica;Semiconductores;0;0;0;1;0;0;0;0;0;0
Castilla y León;Valladolid;Instrumentos;Óptica;0;1;0;0;0;0;0;0;0;0
Castilla y León;Valladolid;Instrumentos;Medida;1;4;3;4;3;2;2;2;1;4
Castilla y León;Valladolid;Instrumentos;Análisis de materiales biológicos;1;0;0;0;1;1;1;0;0;0
Castilla y León;Valladolid;Instrumentos;Control;0;0;0;0;1;2;0;0;0;2
Castilla y León;Valladolid;Instrumentos;Tecnología médica;0;0;1;0;2;4;0;3;3;0
Castilla y León;Valladolid;Química;Química orgánica precisa;0;0;0;2;0;0;0;0;0;1
Castilla y León;Valladolid;Química;Biotecnología;2;1;1;0;4;1;1;0;2;0
Castilla y León;Valladolid;Química;Productos Farmacéuticos;0;1;0;0;1;0;0;0;0;0
Castilla y León;Valladolid;Química;Química macromolecular, polímeros;0;0;1;0;0;0;1;1;0;1
Castilla y León;Valladolid;Química;Química alimenticia;0;0;0;4;0;0;4;1;0;0
Castilla y León;Valladolid;Química;Química de las materias primas;0;3;0;1;1;2;1;0;0;0
Castilla y León;Valladolid;Química;Materiales, metalurgia;0;0;0;2;0;1;1;1;0;0
Castilla y León;Valladolid;Química;Tecnología de superficie, revestimiento;0;0;0;1;0;0;0;0;1;1
Castilla y León;Valladolid;Química;Microestructuras y nano-tecnología;0;0;1;0;0;0;0;0;0;0
Castilla y León;Valladolid;Química;Ingeniería química;0;0;0;0;3;1;1;0;0;0
Castilla y León;Valladolid;Química;Tecnología ambiental;2;1;1;2;0;2;1;2;1;1
Castilla y León;Valladolid;Ingeniería mecánica;Manipulación;0;2;1;1;5;2;1;1;1;2
Castilla y León;Valladolid;Ingeniería mecánica;Herramientas;0;0;0;0;0;0;0;1;1;1
Castilla y León;Valladolid;Ingeniería mecánica;Motores, bombas, turbinas;1;0;1;0;2;0;0;1;0;1
Castilla y León;Valladolid;Ingeniería mecánica;Máquinas del textil y del papel;0;0;0;0;0;0;0;0;0;0
Castilla y León;Valladolid;Ingeniería mecánica;Otras máquinas especiales;2;0;1;5;3;0;1;1;1;1
Castilla y León;Valladolid;Ingeniería mecánica;térmicos y aparatos;1;1;0;2;4;0;0;0;0;1
Castilla y León;Valladolid;Ingeniería mecánica;Elementos mecánicos;0;0;1;1;1;0;0;0;0;0
Castilla y León;Valladolid;Ingeniería mecánica;Transporte;1;0;0;2;0;0;1;2;3;1
Castilla y León;Valladolid;Otros campos;Mobiliario, juegos;3;0;2;3;2;0;3;2;5;4
Castilla y León;Valladolid;Otros campos;Otros bienes de consumo;0;0;1;0;0;0;0;1;0;0
Castilla y León;Valladolid;Otros campos;Ingeniería civil;0;3;3;1;3;0;2;4;4;1
Castilla y León;Zamora;Sin clasificar;Sin clasificar;0;0;0;0;0;0;0;0;0;0
Castilla y León;Zamora;Ingeniería eléctrica;Maquinaria eléctrica, aparato, energía;0;1;0;3;0;1;0;1;0;0
Castilla y León;Zamora;Ingeniería eléctrica;Tecnología audio-visual;0;0;0;0;0;0;0;0;0;0
Castilla y León;Zamora;Ingeniería eléctrica;Telecomunicaciones;0;0;1;0;0;0;0;0;0;0
Castilla y León;Zamora;Ingeniería eléctrica;Comunicación Digital;0;0;0;0;0;0;0;0;0;0
Castilla y León;Zamora;Ingeniería eléctrica;Procesos básicos de la comunicación;0;0;0;0;0;0;0;0;0;0
Castilla y León;Zamora;Ingeniería eléctrica;Tecnología Informática;0;0;0;0;1;0;0;0;0;0
Castilla y León;Zamora;Ingeniería eléctrica;Métodos de Tecnologías de la Información para Gestión;0;0;0;0;0;0;0;0;0;0
Castilla y León;Zamora;Ingeniería eléctrica;Semiconductores;0;0;0;0;0;0;0;0;0;0
Castilla y León;Zamora;Instrumentos;Óptica;0;0;0;0;0;0;0;0;0;0
Castilla y León;Zamora;Instrumentos;Medida;0;0;0;0;0;0;0;0;0;0
Castilla y León;Zamora;Instrumentos;Análisis de materiales biológicos;0;0;0;0;0;0;0;0;0;0
Castilla y León;Zamora;Instrumentos;Control;0;0;0;1;0;0;0;0;0;0
Castilla y León;Zamora;Instrumentos;Tecnología médica;0;0;0;1;0;0;0;0;0;0
Castilla y León;Zamora;Química;Química orgánica precisa;0;1;0;0;0;0;0;0;0;0
Castilla y León;Zamora;Química;Biotecnología;2;0;0;1;0;0;0;0;0;0
Castilla y León;Zamora;Química;Productos Farmacéuticos;0;0;0;0;0;0;0;0;0;0
Castilla y León;Zamora;Química;Química macromolecular, polímeros;0;0;0;0;0;0;0;0;0;0
Castilla y León;Zamora;Química;Química alimenticia;4;0;0;0;0;1;1;0;0;0
Castilla y León;Zamora;Química;Química de las materias primas;0;0;0;0;0;0;0;0;0;0
Castilla y León;Zamora;Química;Materiales, metalurgia;0;0;0;0;0;0;0;0;0;0
Castilla y León;Zamora;Química;Tecnología de superficie, revestimiento;0;0;0;0;0;0;0;0;0;0
Castilla y León;Zamora;Química;Microestructuras y nano-tecnología;0;0;0;0;0;0;0;0;0;0
Castilla y León;Zamora;Química;Ingeniería química;0;0;0;0;0;0;0;0;0;0
Castilla y León;Zamora;Química;Tecnología ambiental;0;0;0;0;0;0;0;0;0;0
Castilla y León;Zamora;Ingeniería mecánica;Manipulación;0;0;0;0;0;0;0;0;0;0
Castilla y León;Zamora;Ingeniería mecánica;Herramientas;0;0;0;0;0;1;0;0;0;0
Castilla y León;Zamora;Ingeniería mecánica;Motores, bombas, turbinas;0;0;0;0;0;0;0;0;1;0
Castilla y León;Zamora;Ingeniería mecánica;Máquinas del textil y del papel;0;0;0;0;0;0;0;0;0;0
Castilla y León;Zamora;Ingeniería mecánica;Otras máquinas especiales;0;0;0;0;0;0;0;1;0;0
Castilla y León;Zamora;Ingeniería mecánica;térmicos y aparatos;1;0;0;1;0;0;0;0;0;0
Castilla y León;Zamora;Ingeniería mecánica;Elementos mecánicos;0;0;0;0;0;0;0;0;0;0
Castilla y León;Zamora;Ingeniería mecánica;Transporte;0;0;0;0;1;0;0;0;0;0
Castilla y León;Zamora;Otros campos;Mobiliario, juegos;1;0;1;0;0;1;0;0;1;0
Castilla y León;Zamora;Otros campos;Otros bienes de consumo;0;0;0;0;0;0;0;0;0;1
Castilla y León;Zamora;Otros campos;Ingeniería civil;1;1;0;2;0;0;0;0;0;0
Aragón;Zaragoza;Sin clasificar;Sin clasificar;0;0;0;0;0;0;0;0;0;0
Aragón;Zaragoza;Ingeniería eléctrica;Maquinaria eléctrica, aparato, energía;24;15;23;31;43;14;19;27;18;20
Aragón;Zaragoza;Ingeniería eléctrica;Tecnología audio-visual;4;3;0;1;1;0;1;0;1;1
Aragón;Zaragoza;Ingeniería eléctrica;Telecomunicaciones;3;1;2;2;1;0;2;1;0;0
Aragón;Zaragoza;Ingeniería eléctrica;Comunicación Digital;0;0;0;1;1;1;0;1;0;1
Aragón;Zaragoza;Ingeniería eléctrica;Procesos básicos de la comunicación;0;0;0;0;0;1;0;1;1;1
Aragón;Zaragoza;Ingeniería eléctrica;Tecnología Informática;1;0;0;0;1;1;1;1;0;0
Aragón;Zaragoza;Ingeniería eléctrica;Métodos de Tecnologías de la Información para Gestión;0;0;0;1;0;0;2;0;2;1
Aragón;Zaragoza;Ingeniería eléctrica;Semiconductores;0;0;0;0;0;0;0;0;0;0
Aragón;Zaragoza;Instrumentos;Óptica;0;0;0;1;0;1;0;0;1;0
Aragón;Zaragoza;Instrumentos;Medida;2;4;4;4;2;1;3;3;4;2
Aragón;Zaragoza;Instrumentos;Análisis de materiales biológicos;0;3;0;5;3;3;3;0;0;0
Aragón;Zaragoza;Instrumentos;Control;1;2;4;5;3;1;2;2;0;1
Aragón;Zaragoza;Instrumentos;Tecnología médica;6;4;4;4;7;3;3;5;2;3
Aragón;Zaragoza;Química;Química orgánica precisa;0;1;0;0;2;1;0;1;0;1
Aragón;Zaragoza;Química;Biotecnología;7;2;2;1;4;3;2;1;1;0
Aragón;Zaragoza;Química;Productos Farmacéuticos;1;2;2;2;1;1;1;1;0;2
Aragón;Zaragoza;Química;Química macromolecular, polímeros;0;0;1;2;1;1;0;0;0;0
Aragón;Zaragoza;Química;Química alimenticia;3;2;2;1;1;0;2;1;1;1
Aragón;Zaragoza;Química;Química de las materias primas;0;1;0;2;3;3;0;3;2;4
Aragón;Zaragoza;Química;Materiales, metalurgia;1;4;2;4;9;4;3;1;0;2
Aragón;Zaragoza;Química;Tecnología de superficie, revestimiento;0;0;1;2;0;1;0;0;2;0
Aragón;Zaragoza;Química;Microestructuras y nano-tecnología;0;0;0;0;1;0;1;0;0;0
Aragón;Zaragoza;Química;Ingeniería química;1;4;0;0;2;3;2;1;2;5
Aragón;Zaragoza;Química;Tecnología ambiental;1;0;1;2;5;2;0;2;1;6
Aragón;Zaragoza;Ingeniería mecánica;Manipulación;3;2;3;7;8;0;1;8;1;4
Aragón;Zaragoza;Ingeniería mecánica;Herramientas;2;2;3;1;4;2;5;3;0;3
Aragón;Zaragoza;Ingeniería mecánica;Motores, bombas, turbinas;7;2;1;3;4;1;4;0;4;0
Aragón;Zaragoza;Ingeniería mecánica;Máquinas del textil y del papel;0;1;1;3;1;1;3;1;1;1
Aragón;Zaragoza;Ingeniería mecánica;Otras máquinas especiales;6;9;4;3;9;3;6;0;7;5
Aragón;Zaragoza;Ingeniería mecánica;térmicos y aparatos;24;24;13;28;46;10;34;29;15;18
Aragón;Zaragoza;Ingeniería mecánica;Elementos mecánicos;3;2;3;3;15;6;12;11;0;6
Aragón;Zaragoza;Ingeniería mecánica;Transporte;4;6;7;2;7;6;2;1;4;3
Aragón;Zaragoza;Otros campos;Mobiliario, juegos;9;5;2;19;7;3;2;12;10;9
Aragón;Zaragoza;Otros campos;Otros bienes de consumo;18;28;17;27;31;24;13;13;12;8
Aragón;Zaragoza;Otros campos;Ingeniería civil;9;3;11;6;4;5;4;4;1;2
Castilla y León;Ávila;Sin clasificar;Sin clasificar;0;0;0;0;0;0;0;0;0;0
Castilla y León;Ávila;Ingeniería eléctrica;Maquinaria eléctrica, aparato, energía;0;0;0;0;0;0;0;0;0;0
Castilla y León;Ávila;Ingeniería eléctrica;Tecnología audio-visual;0;0;0;0;0;0;0;0;0;0
Castilla y León;Ávila;Ingeniería eléctrica;Telecomunicaciones;0;0;0;0;0;0;0;0;0;0
Castilla y León;Ávila;Ingeniería eléctrica;Comunicación Digital;0;0;0;0;0;0;0;0;0;0
Castilla y León;Ávila;Ingeniería eléctrica;Procesos básicos de la comunicación;0;0;0;0;0;0;0;0;0;0
Castilla y León;Ávila;Ingeniería eléctrica;Tecnología Informática;0;0;0;0;0;0;0;0;0;0
Castilla y León;Ávila;Ingeniería eléctrica;Métodos de Tecnologías de la Información para Gestión;0;0;0;0;0;0;0;0;0;0
Castilla y León;Ávila;Ingeniería eléctrica;Semiconductores;0;0;0;0;0;1;0;0;0;0
Castilla y León;Ávila;Instrumentos;Óptica;0;0;0;0;0;0;0;0;0;0
Castilla y León;Ávila;Instrumentos;Medida;0;0;0;0;1;0;0;0;1;0
Castilla y León;Ávila;Instrumentos;Análisis de materiales biológicos;0;0;0;0;0;0;1;0;0;0
Castilla y León;Ávila;Instrumentos;Control;0;0;0;0;0;0;0;0;0;0
Castilla y León;Ávila;Instrumentos;Tecnología médica;1;0;0;0;0;0;0;0;0;0
Castilla y León;Ávila;Química;Química orgánica precisa;0;0;0;0;0;0;0;0;0;0
Castilla y León;Ávila;Química;Biotecnología;0;0;0;0;0;0;0;0;0;0
Castilla y León;Ávila;Química;Productos Farmacéuticos;0;0;0;0;0;0;0;0;0;0
Castilla y León;Ávila;Química;Química macromolecular, polímeros;0;0;0;0;0;0;0;0;0;0
Castilla y León;Ávila;Química;Química alimenticia;0;0;0;0;0;0;0;0;0;0
Castilla y León;Ávila;Química;Química de las materias primas;0;0;0;0;0;0;0;0;1;0
Castilla y León;Ávila;Química;Materiales, metalurgia;0;0;0;0;0;0;0;0;0;0
Castilla y León;Ávila;Química;Tecnología de superficie, revestimiento;0;0;0;0;0;0;0;0;0;0
Castilla y León;Ávila;Química;Microestructuras y nano-tecnología;0;0;0;0;0;0;0;0;0;0
Castilla y León;Ávila;Química;Ingeniería química;0;0;0;0;0;0;0;0;0;0
Castilla y León;Ávila;Química;Tecnología ambiental;0;0;0;0;0;0;0;0;0;0
Castilla y León;Ávila;Ingeniería mecánica;Manipulación;0;0;0;0;0;0;0;0;0;0
Castilla y León;Ávila;Ingeniería mecánica;Herramientas;0;0;0;0;0;0;0;0;0;0
Castilla y León;Ávila;Ingeniería mecánica;Motores, bombas, turbinas;0;0;0;0;0;0;0;0;0;0
Castilla y León;Ávila;Ingeniería mecánica;Máquinas del textil y del papel;0;0;0;0;0;0;0;0;0;0
Castilla y León;Ávila;Ingeniería mecánica;Otras máquinas especiales;0;0;0;0;0;1;0;0;1;0
Castilla y León;Ávila;Ingeniería mecánica;térmicos y aparatos;0;0;1;0;1;1;0;0;0;0
Castilla y León;Ávila;Ingeniería mecánica;Elementos mecánicos;0;0;0;0;0;0;0;0;0;0
