Comunidad Autónoma;Provincia;Sector Técnico;Subsector Técnico;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018
Castilla-La Mancha;Cuenca;Otros campos;Mobiliario, juegos;0;0;0;0;0;0;0;0;1;0
Castilla-La Mancha;Cuenca;Otros campos;Otros bienes de consumo;0;0;0;0;0;0;0;0;0;0
Castilla-La Mancha;Cuenca;Otros campos;Ingeniería civil;0;1;1;0;0;0;0;0;0;0
Extremadura;Cáceres;Sin clasificar;Sin clasificar;0;0;0;0;0;0;0;0;0;0
Extremadura;Cáceres;Ingeniería eléctrica;Maquinaria eléctrica, aparato, energía;0;0;0;0;0;0;0;0;0;0
Extremadura;Cáceres;Ingeniería eléctrica;Tecnología audio-visual;0;0;0;0;0;0;0;0;0;0
Extremadura;Cáceres;Ingeniería eléctrica;Telecomunicaciones;0;0;0;0;0;0;0;0;0;0
Extremadura;Cáceres;Ingeniería eléctrica;Comunicación Digital;0;0;0;0;0;0;0;0;0;0
Extremadura;Cáceres;Ingeniería eléctrica;Procesos básicos de la comunicación;0;0;0;0;0;0;0;0;0;0
Extremadura;Cáceres;Ingeniería eléctrica;Tecnología Informática;0;0;0;0;0;0;0;0;0;0
Extremadura;Cáceres;Ingeniería eléctrica;Métodos de Tecnologías de la Información para Gestión;0;0;0;0;0;0;0;1;0;0
Extremadura;Cáceres;Ingeniería eléctrica;Semiconductores;0;0;0;0;0;0;1;0;0;0
Extremadura;Cáceres;Instrumentos;Óptica;0;0;0;0;0;0;0;0;0;0
Extremadura;Cáceres;Instrumentos;Medida;0;0;1;0;0;0;0;1;1;0
Extremadura;Cáceres;Instrumentos;Análisis de materiales biológicos;0;0;0;0;0;0;0;0;0;0
Extremadura;Cáceres;Instrumentos;Control;1;1;0;0;0;1;1;0;0;0
Extremadura;Cáceres;Instrumentos;Tecnología médica;1;0;0;0;1;1;2;0;2;0
Extremadura;Cáceres;Química;Química orgánica precisa;0;0;0;0;0;0;0;0;0;0
Extremadura;Cáceres;Química;Biotecnología;0;0;0;0;0;0;0;0;0;0
Extremadura;Cáceres;Química;Productos Farmacéuticos;0;0;0;0;0;0;0;1;0;0
Extremadura;Cáceres;Química;Química macromolecular, polímeros;0;0;0;0;0;0;0;0;0;0
Extremadura;Cáceres;Química;Química alimenticia;0;0;0;0;0;0;0;0;0;0
Extremadura;Cáceres;Química;Química de las materias primas;0;0;0;0;0;0;0;0;0;0
Extremadura;Cáceres;Química;Materiales, metalurgia;0;0;0;0;0;0;0;0;0;0
Extremadura;Cáceres;Química;Tecnología de superficie, revestimiento;0;0;0;0;0;0;0;0;0;0
Extremadura;Cáceres;Química;Microestructuras y nano-tecnología;0;0;0;0;0;0;0;0;0;0
Extremadura;Cáceres;Química;Ingeniería química;0;0;0;0;1;0;0;0;1;0
Extremadura;Cáceres;Química;Tecnología ambiental;1;0;0;1;0;0;0;0;0;0
Extremadura;Cáceres;Ingeniería mecánica;Manipulación;0;0;0;0;0;0;0;0;0;0
Extremadura;Cáceres;Ingeniería mecánica;Herramientas;0;0;0;0;0;0;0;0;0;1
Extremadura;Cáceres;Ingeniería mecánica;Motores, bombas, turbinas;1;0;0;0;0;0;0;0;0;0
Extremadura;Cáceres;Ingeniería mecánica;Máquinas del textil y del papel;0;0;0;0;0;0;0;0;0;0
Extremadura;Cáceres;Ingeniería mecánica;Otras máquinas especiales;1;2;0;0;0;0;0;0;0;0
Extremadura;Cáceres;Ingeniería mecánica;térmicos y aparatos;0;0;0;0;0;0;2;0;4;0
Extremadura;Cáceres;Ingeniería mecánica;Elementos mecánicos;0;1;0;0;0;0;0;0;0;0
Extremadura;Cáceres;Ingeniería mecánica;Transporte;0;0;0;0;0;0;1;0;0;2
Extremadura;Cáceres;Otros campos;Mobiliario, juegos;0;0;0;0;0;0;0;0;0;0
Extremadura;Cáceres;Otros campos;Otros bienes de consumo;0;0;0;0;0;0;0;0;0;0
Extremadura;Cáceres;Otros campos;Ingeniería civil;5;0;1;1;1;3;0;2;1;0
Andalucía;Cádiz;Sin clasificar;Sin clasificar;0;0;0;0;0;0;0;0;0;0
Andalucía;Cádiz;Ingeniería eléctrica;Maquinaria eléctrica, aparato, energía;0;0;0;1;0;1;0;1;1;2
Andalucía;Cádiz;Ingeniería eléctrica;Tecnología audio-visual;0;1;0;0;2;0;0;1;0;0
Andalucía;Cádiz;Ingeniería eléctrica;Telecomunicaciones;0;0;0;0;0;1;1;0;0;0
Andalucía;Cádiz;Ingeniería eléctrica;Comunicación Digital;0;0;0;0;0;0;0;0;1;0
Andalucía;Cádiz;Ingeniería eléctrica;Procesos básicos de la comunicación;0;0;0;0;0;0;0;0;0;0
Andalucía;Cádiz;Ingeniería eléctrica;Tecnología Informática;0;0;1;1;1;0;0;0;0;0
Andalucía;Cádiz;Ingeniería eléctrica;Métodos de Tecnologías de la Información para Gestión;0;0;0;0;0;2;1;0;0;0
Andalucía;Cádiz;Ingeniería eléctrica;Semiconductores;0;0;0;0;0;0;0;0;0;0
Andalucía;Cádiz;Instrumentos;Óptica;1;1;1;0;0;0;0;0;0;0
Andalucía;Cádiz;Instrumentos;Medida;1;0;2;1;1;2;1;1;0;3
Andalucía;Cádiz;Instrumentos;Análisis de materiales biológicos;1;0;0;0;1;1;1;0;1;0
Andalucía;Cádiz;Instrumentos;Control;2;0;0;0;0;2;1;1;1;1
Andalucía;Cádiz;Instrumentos;Tecnología médica;0;1;1;0;2;0;1;4;0;1
Andalucía;Cádiz;Química;Química orgánica precisa;2;0;1;0;0;1;0;1;0;2
Andalucía;Cádiz;Química;Biotecnología;2;0;1;1;3;2;2;1;1;0
Andalucía;Cádiz;Química;Productos Farmacéuticos;0;1;1;1;2;0;1;1;2;0
Andalucía;Cádiz;Química;Química macromolecular, polímeros;0;0;0;0;1;0;0;0;1;1
Andalucía;Cádiz;Química;Química alimenticia;1;0;2;3;10;1;1;3;2;3
Andalucía;Cádiz;Química;Química de las materias primas;0;0;0;1;3;0;0;1;1;1
Andalucía;Cádiz;Química;Materiales, metalurgia;1;0;2;0;0;3;2;1;1;1
Andalucía;Cádiz;Química;Tecnología de superficie, revestimiento;1;0;0;0;0;0;0;1;0;0
Andalucía;Cádiz;Química;Microestructuras y nano-tecnología;0;0;0;0;0;0;0;0;0;0
Andalucía;Cádiz;Química;Ingeniería química;0;1;1;0;0;0;4;0;1;3
Andalucía;Cádiz;Química;Tecnología ambiental;2;2;0;1;2;2;1;0;0;0
Andalucía;Cádiz;Ingeniería mecánica;Manipulación;1;1;1;1;0;1;2;0;3;0
Andalucía;Cádiz;Ingeniería mecánica;Herramientas;0;0;0;0;1;0;0;0;0;0
Andalucía;Cádiz;Ingeniería mecánica;Motores, bombas, turbinas;0;1;1;0;0;1;1;0;1;1
Andalucía;Cádiz;Ingeniería mecánica;Máquinas del textil y del papel;0;0;0;0;1;0;0;0;0;0
Andalucía;Cádiz;Ingeniería mecánica;Otras máquinas especiales;0;0;1;2;2;2;3;1;2;2
Andalucía;Cádiz;Ingeniería mecánica;térmicos y aparatos;0;1;0;0;0;2;3;0;0;1
Andalucía;Cádiz;Ingeniería mecánica;Elementos mecánicos;0;1;0;0;1;3;0;1;0;0
Andalucía;Cádiz;Ingeniería mecánica;Transporte;1;0;1;1;1;2;4;0;2;4
Andalucía;Cádiz;Otros campos;Mobiliario, juegos;2;1;0;1;2;1;2;3;2;1
Andalucía;Cádiz;Otros campos;Otros bienes de consumo;0;2;0;1;2;1;0;2;3;0
Andalucía;Cádiz;Otros campos;Ingeniería civil;0;0;2;2;2;1;0;5;3;0
Andalucía;Córdoba;Sin clasificar;Sin clasificar;0;0;0;0;0;0;0;0;0;0
Andalucía;Córdoba;Ingeniería eléctrica;Maquinaria eléctrica, aparato, energía;1;0;0;0;0;0;0;2;0;0
Andalucía;Córdoba;Ingeniería eléctrica;Tecnología audio-visual;0;0;0;0;1;0;0;0;0;0
Andalucía;Córdoba;Ingeniería eléctrica;Telecomunicaciones;1;0;0;0;0;0;0;0;0;0
Andalucía;Córdoba;Ingeniería eléctrica;Comunicación Digital;0;0;0;0;0;0;0;0;0;0
Andalucía;Córdoba;Ingeniería eléctrica;Procesos básicos de la comunicación;0;0;0;0;0;0;0;0;0;0
Andalucía;Córdoba;Ingeniería eléctrica;Tecnología Informática;1;0;1;1;0;0;0;0;0;0
Andalucía;Córdoba;Ingeniería eléctrica;Métodos de Tecnologías de la Información para Gestión;0;0;0;0;1;0;0;0;0;0
Andalucía;Córdoba;Ingeniería eléctrica;Semiconductores;0;0;0;0;0;0;0;0;0;0
Andalucía;Córdoba;Instrumentos;Óptica;0;0;0;0;0;0;0;0;0;0
Andalucía;Córdoba;Instrumentos;Medida;1;3;0;1;1;2;1;0;0;0
Andalucía;Córdoba;Instrumentos;Análisis de materiales biológicos;1;0;0;0;0;0;0;0;0;0
Andalucía;Córdoba;Instrumentos;Control;0;0;0;0;0;0;1;0;1;1
Andalucía;Córdoba;Instrumentos;Tecnología médica;1;0;0;1;0;0;0;1;0;1
Andalucía;Córdoba;Química;Química orgánica precisa;0;0;0;0;1;0;0;0;0;0
Andalucía;Córdoba;Química;Biotecnología;1;2;2;0;0;1;0;0;4;2
Andalucía;Córdoba;Química;Productos Farmacéuticos;0;0;0;0;0;0;0;0;0;0
Andalucía;Córdoba;Química;Química macromolecular, polímeros;0;0;0;0;0;0;0;0;0;0
Andalucía;Córdoba;Química;Química alimenticia;2;0;1;2;2;2;0;2;1;0
Andalucía;Córdoba;Química;Química de las materias primas;0;1;1;1;0;0;2;1;5;0
Andalucía;Córdoba;Química;Materiales, metalurgia;0;0;1;1;0;0;0;0;1;1
Andalucía;Córdoba;Química;Tecnología de superficie, revestimiento;0;0;0;0;0;0;0;0;0;0
Andalucía;Córdoba;Química;Microestructuras y nano-tecnología;0;0;0;0;0;0;0;0;0;0
Andalucía;Córdoba;Química;Ingeniería química;0;1;0;0;2;0;3;1;1;0
Andalucía;Córdoba;Química;Tecnología ambiental;0;0;0;0;0;0;2;1;1;1
Andalucía;Córdoba;Ingeniería mecánica;Manipulación;0;1;0;0;1;0;0;0;0;0
Andalucía;Córdoba;Ingeniería mecánica;Herramientas;0;1;0;0;0;1;0;0;0;0
Andalucía;Córdoba;Ingeniería mecánica;Motores, bombas, turbinas;1;0;0;0;0;0;0;0;1;0
Andalucía;Córdoba;Ingeniería mecánica;Máquinas del textil y del papel;0;0;0;0;0;0;0;0;1;0
Andalucía;Córdoba;Ingeniería mecánica;Otras máquinas especiales;4;3;3;2;4;2;1;8;4;0
Andalucía;Córdoba;Ingeniería mecánica;térmicos y aparatos;1;0;1;2;2;2;3;0;1;1
Andalucía;Córdoba;Ingeniería mecánica;Elementos mecánicos;1;0;0;0;1;1;0;1;0;0
Andalucía;Córdoba;Ingeniería mecánica;Transporte;0;0;0;0;0;0;1;1;2;0
Andalucía;Córdoba;Otros campos;Mobiliario, juegos;1;0;1;0;1;1;0;1;0;0
Andalucía;Córdoba;Otros campos;Otros bienes de consumo;1;0;0;1;0;1;1;2;2;1
Andalucía;Córdoba;Otros campos;Ingeniería civil;2;5;3;2;2;2;1;1;4;0
País Vasco;Gipuzkoa;Sin clasificar;Sin clasificar;0;0;0;0;0;0;0;0;0;0
País Vasco;Gipuzkoa;Ingeniería eléctrica;Maquinaria eléctrica, aparato, energía;5;8;3;3;3;1;2;3;2;3
País Vasco;Gipuzkoa;Ingeniería eléctrica;Tecnología audio-visual;0;0;1;0;0;0;0;0;0;1
País Vasco;Gipuzkoa;Ingeniería eléctrica;Telecomunicaciones;1;2;0;0;1;0;0;1;0;0
País Vasco;Gipuzkoa;Ingeniería eléctrica;Comunicación Digital;0;0;1;0;0;0;0;0;0;0
País Vasco;Gipuzkoa;Ingeniería eléctrica;Procesos básicos de la comunicación;2;2;0;1;0;0;0;0;0;0
País Vasco;Gipuzkoa;Ingeniería eléctrica;Tecnología Informática;3;0;0;0;1;0;0;0;1;1
País Vasco;Gipuzkoa;Ingeniería eléctrica;Métodos de Tecnologías de la Información para Gestión;0;0;0;0;0;1;1;0;1;1
País Vasco;Gipuzkoa;Ingeniería eléctrica;Semiconductores;1;0;1;0;0;0;0;0;0;0
País Vasco;Gipuzkoa;Instrumentos;Óptica;1;2;1;0;1;0;0;1;0;0
País Vasco;Gipuzkoa;Instrumentos;Medida;9;3;2;6;2;3;3;0;0;1
País Vasco;Gipuzkoa;Instrumentos;Análisis de materiales biológicos;2;0;0;0;0;0;0;0;0;1
País Vasco;Gipuzkoa;Instrumentos;Control;4;3;4;4;6;2;2;0;2;1
País Vasco;Gipuzkoa;Instrumentos;Tecnología médica;2;2;1;3;4;2;4;6;1;3
País Vasco;Gipuzkoa;Química;Química orgánica precisa;1;0;0;0;0;0;0;0;1;0
País Vasco;Gipuzkoa;Química;Biotecnología;6;2;4;0;0;2;0;0;0;0
País Vasco;Gipuzkoa;Química;Productos Farmacéuticos;2;1;2;0;0;0;1;0;0;0
País Vasco;Gipuzkoa;Química;Química macromolecular, polímeros;2;0;1;0;0;0;0;0;0;1
País Vasco;Gipuzkoa;Química;Química alimenticia;2;1;2;0;1;0;0;1;0;0
País Vasco;Gipuzkoa;Química;Química de las materias primas;0;1;3;0;0;0;0;0;0;0
País Vasco;Gipuzkoa;Química;Materiales, metalurgia;1;1;0;1;2;0;1;2;0;0
País Vasco;Gipuzkoa;Química;Tecnología de superficie, revestimiento;0;0;1;3;1;0;0;0;0;0
País Vasco;Gipuzkoa;Química;Microestructuras y nano-tecnología;0;1;0;0;0;0;0;0;0;0
País Vasco;Gipuzkoa;Química;Ingeniería química;0;6;2;3;0;2;2;1;0;1
País Vasco;Gipuzkoa;Química;Tecnología ambiental;3;1;1;0;0;0;0;0;1;1
País Vasco;Gipuzkoa;Ingeniería mecánica;Manipulación;0;6;6;3;4;7;8;4;7;3
País Vasco;Gipuzkoa;Ingeniería mecánica;Herramientas;5;1;4;7;14;9;0;2;5;1
País Vasco;Gipuzkoa;Ingeniería mecánica;Motores, bombas, turbinas;9;7;8;1;2;7;4;2;2;2
País Vasco;Gipuzkoa;Ingeniería mecánica;Máquinas del textil y del papel;1;0;0;2;2;0;0;0;0;0
País Vasco;Gipuzkoa;Ingeniería mecánica;Otras máquinas especiales;4;2;2;2;1;4;2;0;2;0
País Vasco;Gipuzkoa;Ingeniería mecánica;térmicos y aparatos;4;3;2;7;10;4;1;5;0;2
País Vasco;Gipuzkoa;Ingeniería mecánica;Elementos mecánicos;3;1;1;2;10;3;5;1;2;1
País Vasco;Gipuzkoa;Ingeniería mecánica;Transporte;5;10;4;7;5;7;3;3;5;2
País Vasco;Gipuzkoa;Otros campos;Mobiliario, juegos;2;1;8;9;5;6;4;2;2;1
País Vasco;Gipuzkoa;Otros campos;Otros bienes de consumo;2;0;3;5;3;2;0;0;1;0
País Vasco;Gipuzkoa;Otros campos;Ingeniería civil;7;2;11;12;19;9;2;13;7;4
Cataluña;Girona;Sin clasificar;Sin clasificar;0;0;0;0;0;0;0;0;0;0
Cataluña;Girona;Ingeniería eléctrica;Maquinaria eléctrica, aparato, energía;1;2;0;0;2;1;2;1;0;1
Cataluña;Girona;Ingeniería eléctrica;Tecnología audio-visual;0;1;0;0;0;1;0;0;0;1
Cataluña;Girona;Ingeniería eléctrica;Telecomunicaciones;0;0;0;0;0;0;0;0;0;0
Cataluña;Girona;Ingeniería eléctrica;Comunicación Digital;0;0;0;0;0;0;0;0;0;0
Cataluña;Girona;Ingeniería eléctrica;Procesos básicos de la comunicación;0;0;0;0;0;0;0;0;0;0
Cataluña;Girona;Ingeniería eléctrica;Tecnología Informática;0;0;0;0;0;2;0;0;1;1
Cataluña;Girona;Ingeniería eléctrica;Métodos de Tecnologías de la Información para Gestión;1;0;0;0;1;0;0;0;0;0
Cataluña;Girona;Ingeniería eléctrica;Semiconductores;0;0;0;0;0;0;0;1;1;0
Cataluña;Girona;Instrumentos;Óptica;0;0;0;1;0;0;0;0;2;0
Cataluña;Girona;Instrumentos;Medida;0;1;0;0;0;0;1;0;0;1
Cataluña;Girona;Instrumentos;Análisis de materiales biológicos;0;0;0;0;0;0;0;0;1;0
Cataluña;Girona;Instrumentos;Control;0;0;0;0;0;3;3;0;1;0
Cataluña;Girona;Instrumentos;Tecnología médica;1;2;2;3;2;0;0;0;4;0
Cataluña;Girona;Química;Química orgánica precisa;0;0;1;1;0;0;1;1;0;0
Cataluña;Girona;Química;Biotecnología;2;2;0;1;0;1;0;0;0;0
Cataluña;Girona;Química;Productos Farmacéuticos;1;1;0;0;1;0;0;1;1;0
Cataluña;Girona;Química;Química macromolecular, polímeros;0;0;1;0;0;0;0;0;0;0
Cataluña;Girona;Química;Química alimenticia;6;6;6;1;1;3;1;2;0;3
Cataluña;Girona;Química;Química de las materias primas;1;0;1;1;0;0;1;0;1;0
Cataluña;Girona;Química;Materiales, metalurgia;0;1;0;0;1;0;0;0;0;0
Cataluña;Girona;Química;Tecnología de superficie, revestimiento;0;0;0;0;1;0;0;0;0;4
Cataluña;Girona;Química;Microestructuras y nano-tecnología;0;0;0;0;0;0;0;0;0;0
Cataluña;Girona;Química;Ingeniería química;1;1;0;1;0;2;2;0;0;2
Cataluña;Girona;Química;Tecnología ambiental;2;0;2;1;0;1;0;0;2;0
Cataluña;Girona;Ingeniería mecánica;Manipulación;4;2;0;4;2;4;2;3;3;1
Cataluña;Girona;Ingeniería mecánica;Herramientas;2;1;3;1;2;1;3;0;2;1
Cataluña;Girona;Ingeniería mecánica;Motores, bombas, turbinas;2;0;2;3;5;0;2;2;0;0
Cataluña;Girona;Ingeniería mecánica;Máquinas del textil y del papel;3;1;3;7;11;0;2;1;2;0
Cataluña;Girona;Ingeniería mecánica;Otras máquinas especiales;4;5;5;8;4;5;5;6;1;2
Cataluña;Girona;Ingeniería mecánica;térmicos y aparatos;0;2;2;0;0;1;0;0;0;0
Cataluña;Girona;Ingeniería mecánica;Elementos mecánicos;4;2;2;3;1;0;2;2;2;0
Cataluña;Girona;Ingeniería mecánica;Transporte;2;0;3;4;3;0;4;3;6;3
Cataluña;Girona;Otros campos;Mobiliario, juegos;1;0;3;0;0;1;3;1;0;2
Cataluña;Girona;Otros campos;Otros bienes de consumo;2;2;1;1;2;0;0;0;0;2
Cataluña;Girona;Otros campos;Ingeniería civil;5;5;8;5;3;1;4;2;4;3
Andalucía;Granada;Sin clasificar;Sin clasificar;0;0;0;0;0;0;0;0;0;0
Andalucía;Granada;Ingeniería eléctrica;Maquinaria eléctrica, aparato, energía;2;0;0;1;1;2;1;1;0;1
Andalucía;Granada;Ingeniería eléctrica;Tecnología audio-visual;0;4;1;1;0;1;0;0;0;0
Andalucía;Granada;Ingeniería eléctrica;Telecomunicaciones;1;0;0;1;0;0;0;0;0;0
Andalucía;Granada;Ingeniería eléctrica;Comunicación Digital;0;0;0;0;1;0;2;0;0;0
Andalucía;Granada;Ingeniería eléctrica;Procesos básicos de la comunicación;0;0;0;0;0;0;0;0;0;0
Andalucía;Granada;Ingeniería eléctrica;Tecnología Informática;0;0;0;0;0;0;0;1;1;0
Andalucía;Granada;Ingeniería eléctrica;Métodos de Tecnologías de la Información para Gestión;0;0;0;1;0;0;0;1;1;0
Andalucía;Granada;Ingeniería eléctrica;Semiconductores;0;0;0;0;0;0;0;0;0;0
Andalucía;Granada;Instrumentos;Óptica;0;0;0;1;1;0;1;0;0;0
Andalucía;Granada;Instrumentos;Medida;1;1;0;2;2;2;0;2;0;0
Andalucía;Granada;Instrumentos;Análisis de materiales biológicos;0;0;0;0;0;0;0;0;0;0
Andalucía;Granada;Instrumentos;Control;0;2;1;0;0;0;1;1;0;0
Andalucía;Granada;Instrumentos;Tecnología médica;4;0;1;3;2;4;3;1;6;5
Andalucía;Granada;Química;Química orgánica precisa;5;6;3;6;8;7;2;1;3;2
Andalucía;Granada;Química;Biotecnología;3;2;5;2;0;4;3;3;0;1
Andalucía;Granada;Química;Productos Farmacéuticos;3;4;4;4;2;2;1;1;1;2
Andalucía;Granada;Química;Química macromolecular, polímeros;0;1;2;0;1;0;0;1;0;0
Andalucía;Granada;Química;Química alimenticia;2;0;2;1;0;2;2;1;0;2
Andalucía;Granada;Química;Química de las materias primas;6;17;3;1;1;1;1;1;2;0
Andalucía;Granada;Química;Materiales, metalurgia;2;0;1;0;1;0;2;0;0;0
Andalucía;Granada;Química;Tecnología de superficie, revestimiento;0;0;0;0;0;1;0;0;0;0
Andalucía;Granada;Química;Microestructuras y nano-tecnología;0;0;0;1;0;0;1;0;0;0
Andalucía;Granada;Química;Ingeniería química;2;1;2;2;2;0;2;1;2;0
Andalucía;Granada;Química;Tecnología ambiental;0;2;2;2;1;1;0;3;1;0
Andalucía;Granada;Ingeniería mecánica;Manipulación;2;0;0;0;0;1;1;1;1;0
Andalucía;Granada;Ingeniería mecánica;Herramientas;2;0;0;0;2;1;1;0;0;1
Andalucía;Granada;Ingeniería mecánica;Motores, bombas, turbinas;1;0;1;3;1;1;0;0;1;0
Andalucía;Granada;Ingeniería mecánica;Máquinas del textil y del papel;0;1;0;0;0;0;0;0;0;0
Andalucía;Granada;Ingeniería mecánica;Otras máquinas especiales;0;0;2;4;3;0;3;2;2;3
Andalucía;Granada;Ingeniería mecánica;térmicos y aparatos;0;2;1;1;1;2;1;0;1;1
Andalucía;Granada;Ingeniería mecánica;Elementos mecánicos;0;0;0;0;2;0;0;1;0;0
Andalucía;Granada;Ingeniería mecánica;Transporte;1;1;0;2;2;1;0;1;1;2
Andalucía;Granada;Otros campos;Mobiliario, juegos;0;2;2;0;3;2;1;1;0;1
Andalucía;Granada;Otros campos;Otros bienes de consumo;0;1;1;4;1;4;2;1;1;0
Andalucía;Granada;Otros campos;Ingeniería civil;5;6;7;4;6;2;1;2;0;2
Castilla-La Mancha;Guadalajara;Sin clasificar;Sin clasificar;0;0;0;0;0;0;0;0;0;0
Castilla-La Mancha;Guadalajara;Ingeniería eléctrica;Maquinaria eléctrica, aparato, energía;0;0;0;0;1;1;0;1;0;0
Castilla-La Mancha;Guadalajara;Ingeniería eléctrica;Tecnología audio-visual;0;0;0;0;0;0;0;0;0;0
Castilla-La Mancha;Guadalajara;Ingeniería eléctrica;Telecomunicaciones;0;0;0;0;0;0;0;0;0;0
Castilla-La Mancha;Guadalajara;Ingeniería eléctrica;Comunicación Digital;0;0;0;0;0;0;0;0;0;0
Castilla-La Mancha;Guadalajara;Ingeniería eléctrica;Procesos básicos de la comunicación;0;0;0;0;0;0;0;0;0;0
Castilla-La Mancha;Guadalajara;Ingeniería eléctrica;Tecnología Informática;0;0;2;1;0;0;0;0;0;0
Castilla-La Mancha;Guadalajara;Ingeniería eléctrica;Métodos de Tecnologías de la Información para Gestión;0;0;0;0;0;0;0;0;0;0
Castilla-La Mancha;Guadalajara;Ingeniería eléctrica;Semiconductores;0;0;0;0;0;0;0;0;0;0
Castilla-La Mancha;Guadalajara;Instrumentos;Óptica;0;0;0;0;0;0;0;0;0;0
Castilla-La Mancha;Guadalajara;Instrumentos;Medida;0;0;0;0;0;1;0;0;0;1
Castilla-La Mancha;Guadalajara;Instrumentos;Análisis de materiales biológicos;0;0;0;0;0;0;0;0;0;0
Castilla-La Mancha;Guadalajara;Instrumentos;Control;0;0;0;0;1;0;0;1;0;0
Castilla-La Mancha;Guadalajara;Instrumentos;Tecnología médica;0;0;0;0;1;1;0;0;0;0
Castilla-La Mancha;Guadalajara;Química;Química orgánica precisa;0;0;0;0;1;0;0;0;0;0
Castilla-La Mancha;Guadalajara;Química;Biotecnología;0;0;0;0;0;0;0;0;0;0
Castilla-La Mancha;Guadalajara;Química;Productos Farmacéuticos;0;0;0;1;0;0;0;0;0;0
Castilla-La Mancha;Guadalajara;Química;Química macromolecular, polímeros;0;0;0;0;0;0;0;1;0;0
Castilla-La Mancha;Guadalajara;Química;Química alimenticia;0;0;0;0;0;0;0;0;0;0
Castilla-La Mancha;Guadalajara;Química;Química de las materias primas;0;0;0;0;0;0;1;1;1;0
Castilla-La Mancha;Guadalajara;Química;Materiales, metalurgia;0;0;0;0;0;0;0;0;0;0
Castilla-La Mancha;Guadalajara;Química;Tecnología de superficie, revestimiento;0;0;0;0;0;0;0;0;0;0
Castilla-La Mancha;Guadalajara;Química;Microestructuras y nano-tecnología;0;0;0;0;0;0;0;0;0;0
Castilla-La Mancha;Guadalajara;Química;Ingeniería química;0;0;0;0;0;0;0;0;0;0
Castilla-La Mancha;Guadalajara;Química;Tecnología ambiental;0;0;0;0;0;0;0;0;1;0
Castilla-La Mancha;Guadalajara;Ingeniería mecánica;Manipulación;0;0;0;2;0;0;0;0;0;0
Castilla-La Mancha;Guadalajara;Ingeniería mecánica;Herramientas;0;0;0;0;0;0;0;0;0;0
Castilla-La Mancha;Guadalajara;Ingeniería mecánica;Motores, bombas, turbinas;1;0;0;1;0;1;1;0;0;0
Castilla-La Mancha;Guadalajara;Ingeniería mecánica;Máquinas del textil y del papel;0;0;0;0;0;0;0;0;0;0
Castilla-La Mancha;Guadalajara;Ingeniería mecánica;Otras máquinas especiales;0;0;0;1;0;0;0;0;0;0
Castilla-La Mancha;Guadalajara;Ingeniería mecánica;térmicos y aparatos;0;0;0;0;0;0;0;0;0;0
Castilla-La Mancha;Guadalajara;Ingeniería mecánica;Elementos mecánicos;0;0;0;0;0;0;0;0;0;0
Castilla-La Mancha;Guadalajara;Ingeniería mecánica;Transporte;0;0;0;0;0;0;2;0;1;1
Castilla-La Mancha;Guadalajara;Otros campos;Mobiliario, juegos;0;0;0;0;0;1;0;1;1;1
Castilla-La Mancha;Guadalajara;Otros campos;Otros bienes de consumo;0;0;0;0;0;0;0;0;0;0
Castilla-La Mancha;Guadalajara;Otros campos;Ingeniería civil;0;2;0;0;0;0;0;1;0;0
Andalucía;Huelva;Sin clasificar;Sin clasificar;0;0;0;0;0;0;0;0;0;0
Andalucía;Huelva;Ingeniería eléctrica;Maquinaria eléctrica, aparato, energía;0;0;0;2;3;1;1;0;1;1
Andalucía;Huelva;Ingeniería eléctrica;Tecnología audio-visual;0;0;0;0;0;0;0;0;0;1
Andalucía;Huelva;Ingeniería eléctrica;Telecomunicaciones;0;0;0;0;1;0;1;0;0;0
Andalucía;Huelva;Ingeniería eléctrica;Comunicación Digital;0;0;0;0;0;0;2;1;0;0
Andalucía;Huelva;Ingeniería eléctrica;Procesos básicos de la comunicación;0;0;0;0;0;0;0;0;0;0
Andalucía;Huelva;Ingeniería eléctrica;Tecnología Informática;0;0;2;0;0;0;0;0;2;0
Andalucía;Huelva;Ingeniería eléctrica;Métodos de Tecnologías de la Información para Gestión;0;0;1;0;0;0;0;0;0;0
Andalucía;Huelva;Ingeniería eléctrica;Semiconductores;0;0;0;0;0;0;0;0;0;0
Andalucía;Huelva;Instrumentos;Óptica;0;0;0;0;0;0;0;0;0;0
Andalucía;Huelva;Instrumentos;Medida;2;1;2;2;2;0;0;1;0;0
Andalucía;Huelva;Instrumentos;Análisis de materiales biológicos;0;0;0;0;0;0;0;0;0;0
Andalucía;Huelva;Instrumentos;Control;0;0;1;0;0;1;0;2;0;1
Andalucía;Huelva;Instrumentos;Tecnología médica;0;0;0;3;0;1;0;0;0;0
Andalucía;Huelva;Química;Química orgánica precisa;1;0;0;1;1;0;0;0;0;0
Andalucía;Huelva;Química;Biotecnología;0;0;0;2;0;0;1;0;1;1
Andalucía;Huelva;Química;Productos Farmacéuticos;0;0;0;0;0;0;0;0;0;0
Andalucía;Huelva;Química;Química macromolecular, polímeros;0;0;0;1;1;0;0;0;0;0
Andalucía;Huelva;Química;Química alimenticia;3;0;0;0;1;0;0;1;1;0
Andalucía;Huelva;Química;Química de las materias primas;2;0;1;1;0;2;0;0;0;1
Andalucía;Huelva;Química;Materiales, metalurgia;0;0;0;1;0;0;0;0;0;0
